Symbol	CellType	Source	index	duplicated	prior
TLR2	Neutrophils	LM22	1132	1	0
TLR7	Macrophages_M1	LM22	819	1	0
TLR7	Monocytes	LM22	738	1	0
TLR8	Macrophages_M1	LM22	820	1	0
TLR8	Macrophages_M2	LM22	858	2	0
TLR8	Monocytes	LM22	739	2	0
TLR8	Neutrophils	LM22	1133	1	0
TM4SF18	Endothelial_cells	Tirosh	1313	0	1
TMED9	Tregs	Tirosh	1647	0	1
TMEM119	CAFs	Tirosh	1431	0	1
TMEM156	B_cells_memory	LM22	117	1	1
TMEM156	Plasma_cells	LM22	167	1	1
TMEM173	Tregs	Tirosh	1667	0	1
TMEM255A	DC_activated	LM22	949	1	1
TMEM255A	DC_resting	LM22	899	1	1
TMEM60	Tregs	Tirosh	1619	0	1
TMSB10	Tregs	Tirosh	1662	0	1
TNFAIP1	Endothelial_cells	Tirosh	1357	0	1
TNFAIP6	DC_activated	LM22	950	1	0
TNFAIP6	Macrophages_M1	LM22	821	2	0
TNFAIP6	Neutrophils	LM22	1134	1	0
TNFRSF10C	Neutrophils	LM22	1135	0	1
TNFRSF11A	DC_activated	LM22	951	0	1
TNFRSF13B	B_cells_memory	LM22	118	0	1
TNFRSF17	B_cells_memory	LM22	119	1	0
TNFRSF17	Plasma_cells	LM22	168	1	0
TNFRSF17	Bcells	Danaher	1828	1	0
TNFRSF18	Tregs	Tirosh	1491	0	1
TNFRSF1B	Tregs	Tirosh	1489	0	1
TNFRSF4	CD4_memory_act_Tcells	LM22	391	1	0
TNFRSF4	DC_activated	LM22	952	2	0
TNFRSF4	Tcells_helper	LM22	441	2	0
TNFRSF4	Tregs	Tirosh	1497	1	1
TNFRSF9	Tregs	Tirosh	1585	0	1
TNFSF13	Macrophages	Tirosh	1265	0	1
TNFSF14	Macrophages_M0	LM22	773	1	0
TNFSF14	NK_activated	LM22	687	1	0
TNIP3	CD4_memory_act_Tcells	LM22	392	1	0
TNIP3	Macrophages_M1	LM22	822	1	0
TOX	Tcells	Tirosh	1171	0	1
TPI1	Tregs	Tirosh	1576	0	1
TPM1	CAFs	Tirosh	1469	0	1
TPM2	CAFs	Tirosh	1428	0	1
TPM3	Tregs	Tirosh	1664	0	1
TPM4	Tregs	Tirosh	1539	0	1
TPP1	Tregs	Tirosh	1606	0	1
TPSAB1	Blast_cells_activated	LM22	1029	1	1
TPSAB1	Blast_cells_rest	LM22	991	1	1
TPSAB1	Mast_cells	Danaher	1859	1	0
TPSB2	Mast_cells	Danaher	1862	0	1
TPST1	CAFs	Tirosh	1480	0	1
TRAC	CD4_memory_act_Tcells	LM22	393	1	0
TRAC	CD4_memory_rest_Tcells	LM22	345	2	0
TRAC	CD4_naive_Tcells	LM22	282	2	0
TRAC	CD8_Tcells	LM22	232	2	0
TRAC	Tcells_helper	LM22	442	2	0
TRAC	Tcells_reg	LM22	510	1	0
TRAF4	B_cells_memory	LM22	120	0	1
TRAPPC1	Tregs	Tirosh	1668	0	1
TRAT1	CD4_memory_act_Tcells	LM22	394	1	0
TRAT1	CD4_memory_rest_Tcells	LM22	346	2	0
TRAT1	CD4_naive_Tcells	LM22	283	2	0
TRAT1	CD8_Tcells	LM22	233	2	0
TRAT1	Tcells_helper	LM22	443	2	0
TRAT1	Tcells_reg	LM22	511	1	0
TRAT1	Tcells	Danaher	1882	1	0
TRAV12-2	CD8_Tcells	LM22	234	0	1
TRAV13-1	CD4_memory_rest_Tcells	LM22	347	1	0
TRAV13-1	CD4_naive_Tcells	LM22	284	2	0
TRAV13-1	CD8_Tcells	LM22	235	2	0
TRAV13-1	Tcells_helper	LM22	444	1	0
TRAV13-2	CD4_memory_rest_Tcells	LM22	348	0	1
TRAV21	CD4_memory_rest_Tcells	LM22	349	0	1
TRAV8-6	CD4_memory_rest_Tcells	LM22	350	1	0
TRAV8-6	Tcells_helper	LM22	445	1	0
TRAV9-2	CD4_memory_rest_Tcells	LM22	351	1	0
TRAV9-2	Tcells_helper	LM22	446	2	0
TRAV9-2	Tcells_reg	LM22	512	1	0
TRBC1	CD4_memory_rest_Tcells	LM22	352	1	0
TRBC1	CD4_naive_Tcells	LM22	285	2	0
TRBC1	CD8_Tcells	LM22	236	2	0
TRBC1	NK_resting	LM22	626	2	0
TRBC1	Tcells_gamma_delta	LM22	570	2	0
TRBC1	Tcells_helper	LM22	447	2	0
TRBC1	Tcells_reg	LM22	513	1	0
TRDC	CD8_Tcells	LM22	237	1	0
TRDC	NK_activated	LM22	688	2	0
TRDC	NK_resting	LM22	627	2	0
TRDC	Tcells_gamma_delta	LM22	571	1	0
TREM1	Neutrophils	LM22	1136	0	1
TREM2	DC_activated	LM22	953	1	0
TREM2	DC_resting	LM22	900	2	0
TREM2	Macrophages_M0	LM22	774	2	0
TREM2	Macrophages_M2	LM22	859	1	0
TREML2	Eosinophils	LM22	1078	1	0
TREML2	Neutrophils	LM22	1137	1	0
TRIB2	Tcells_helper	LM22	448	0	1
TRPM4	Macrophages_M1	LM22	823	0	1
TRPM6	Eosinophils	LM22	1079	0	1
TSHR	Tcells_helper	LM22	449	0	1
TSPAN15	Endothelial_cells	Tirosh	1365	0	1
TSPAN18	Endothelial_cells	Tirosh	1324	0	1
TSPAN7	Endothelial_cells	Tirosh	1341	0	1
TTC38	NK_resting	LM22	628	0	1
TUBB	Tregs	Tirosh	1614	0	1
TWF2	Tregs	Tirosh	1608	0	1
TXK	NK_activated	LM22	689	1	1
TXK	NK_resting	LM22	629	1	1
TXN	Tregs	Tirosh	1696	0	1
TYMP	Macrophages	Tirosh	1298	1	0
TYMP	Tregs	Tirosh	1519	1	0
TYR	Tcells_reg	LM22	514	0	1
TYROBP	Macrophages	Tirosh	1218	0	1
U2AF1L4	Tregs	Tirosh	1663	0	1
UBA1	Tregs	Tirosh	1711	0	1
UBASH3A	CD4_memory_act_Tcells	LM22	395	1	0
UBASH3A	CD4_memory_rest_Tcells	LM22	353	2	0
UBASH3A	CD4_naive_Tcells	LM22	286	2	0
UBASH3A	CD8_Tcells	LM22	238	2	0
UBASH3A	Tcells_gamma_delta	LM22	572	2	0
UBASH3A	Tcells_helper	LM22	450	2	0
UBASH3A	Tcells_reg	LM22	515	1	0
UBE2B	Tregs	Tirosh	1725	0	1
UGP2	Tregs	Tirosh	1500	0	1
UGT1A8	B_cells_naive	LM22	58	0	1
UGT2B17	Plasma_cells	LM22	169	0	1
UPK3A	Monocytes	LM22	740	0	1
VASN	CAFs	Tirosh	1452	0	1
VCP	Tregs	Tirosh	1550	0	1
VDAC2	Tregs	Tirosh	1685	0	1
VDR	Tregs	Tirosh	1635	0	1
VILL	CD4_naive_Tcells	LM22	287	0	1
VNN1	Macrophages_M0	LM22	775	1	0
VNN1	Monocytes	LM22	741	2	0
VNN1	Neutrophils	LM22	1138	1	0
VNN2	Monocytes	LM22	742	1	0
VNN2	Neutrophils	LM22	1139	2	0
VNN2	Tcells_gamma_delta	LM22	573	1	0
VNN3	Neutrophils	LM22	1140	0	1
VPREB3	B_cells_memory	LM22	121	1	1
VPREB3	B_cells_naive	LM22	59	2	1
VPREB3	Bcells	Tirosh	1191	1	1
VSIG4	Macrophages	Tirosh	1214	0	1
VWF	Endothelial_cells	Tirosh	1303	1	1
VWF	Endothelial_cells	S3_Schelker	1762	1	1
WDR1	Tregs	Tirosh	1586	0	1
WIF1	Lung_specific	Protein_atlas	1795	0	1
WNT5B	Macrophages_M2	LM22	860	0	1
WNT7A	CD4_naive_Tcells	LM22	288	0	1
WSB1	Tregs	Tirosh	1626	0	1
WT1	Mesothelium	Bin	1776	0	1
XCL1	NK	Danaher	1876	0	1
XCL2	NK	Danaher	1875	0	1
Xorf36	Endothelial_cells	Tirosh	1322	0	1
YWHAE	Tregs	Tirosh	1690	0	1
ZAP70	CD4_memory_rest_Tcells	LM22	354	1	0
ZAP70	CD4_naive_Tcells	LM22	289	2	0
ZAP70	CD8_Tcells	LM22	239	2	0
ZAP70	NK_activated	LM22	690	2	0
ZAP70	NK_resting	LM22	630	2	0
ZAP70	Tcells	Tirosh	1157	2	0
ZAP70	Tcells_helper	LM22	451	2	0
ZAP70	Tcells_reg	LM22	516	1	0
ZBP1	Plasma_cells	LM22	170	0	1
ZBTB10	Tcells_helper	LM22	452	0	1
ZBTB32	B_cells_memory	LM22	122	0	1
ZFP36L2	CD4_memory_rest_Tcells	LM22	355	0	1
ZNF135	NK_resting	LM22	631	0	1
ZNF165	Plasma_cells	LM22	171	0	1
ZNF204P	CD4_naive_Tcells	LM22	290	0	1
ZNF222	Eosinophils	LM22	1080	0	1
ZNF286A	B_cells_naive	LM22	60	0	1
ZNF324	CD4_naive_Tcells	LM22	291	0	1
ZNF442	Tcells_gamma_delta	LM22	574	0	1
ZNF521	Endothelial_cells	Tirosh	1384	0	1
